hagrid,imr,mrdt,tmax,size_sample,quality,origin,biblioid,phenotype
4171,NULL,NULL,118,medium,acceptable,wild,22,NULL
4172,NULL,NULL,18,medium,acceptable,wild,22,NULL
4173,NULL,NULL,53,medium,acceptable,wild,22,NULL
4174,NULL,NULL,38,medium,acceptable,wild,22,NULL
4175,NULL,NULL,25,medium,acceptable,wild,22,NULL
4176,NULL,NULL,47,medium,acceptable,wild,22,NULL
4177,NULL,NULL,40,medium,acceptable,wild,454,NULL
4178,NULL,NULL,24,medium,acceptable,wild,22,NULL
4179,NULL,NULL,58,medium,acceptable,wild,22,NULL
4180,NULL,NULL,115,medium,acceptable,wild,22,NULL
4181,NULL,NULL,45,medium,acceptable,wild,22,NULL
4182,NULL,NULL,16,medium,acceptable,wild,454,NULL
4183,NULL,NULL,21,medium,acceptable,wild,454,NULL
4184,NULL,NULL,15,medium,acceptable,wild,454,NULL
4185,NULL,NULL,15,medium,acceptable,wild,454,NULL
4186,NULL,NULL,7,medium,acceptable,wild,454,NULL
4187,NULL,NULL,7,medium,acceptable,wild,454,Unverified estimates suggest these animals may live up to 8 years [0454].
4188,NULL,NULL,18,medium,acceptable,wild,454,NULL
4189,NULL,NULL,36,medium,acceptable,wild,454,NULL
4190,NULL,NULL,17,small,acceptable,captivity,583,NULL
4191,NULL,NULL,8.8,small,acceptable,captivity,583,"A specimen of a South American catfish species called <i>Callichthys punctatus</i> reportedly lived 8.8 years [0583]. It is not entirely clear whether this referred to <i>Corydoras</i>, though, or to another species of catfish."
4192,NULL,NULL,17.5,medium,acceptable,wild,454,NULL
4193,NULL,NULL,14,medium,acceptable,wild,1,NULL
4194,NULL,NULL,10,medium,acceptable,wild,1,NULL
4195,NULL,NULL,7,medium,acceptable,wild,454,NULL
4196,NULL,NULL,7,medium,acceptable,wild,454,NULL
4197,NULL,NULL,21,medium,acceptable,wild,454,Age of sexual maturity is unknown and it is likely longevity is underestimated.
4198,NULL,NULL,16,medium,acceptable,wild,454,NULL
4199,NULL,NULL,3,medium,acceptable,wild,454,NULL
4200,NULL,NULL,5,medium,acceptable,wild,454,NULL
4201,NULL,NULL,4,medium,acceptable,wild,454,NULL
4202,NULL,NULL,5,medium,acceptable,wild,454,NULL
4203,NULL,NULL,4,medium,acceptable,unknown,442,Few of these animals have been studied and so lifespan is still largely unknown [0442].
4204,NULL,NULL,9,medium,acceptable,wild,442,Lifespan in the wild is between 5 and 9 years [0442].
4205,NULL,NULL,3,medium,acceptable,wild,454,NULL
4206,NULL,NULL,3,medium,acceptable,wild,454,NULL
4207,NULL,NULL,3,medium,acceptable,wild,454,NULL
4208,NULL,NULL,3,medium,acceptable,wild,454,NULL
4209,NULL,NULL,4,medium,acceptable,wild,454,NULL
4210,NULL,NULL,20,medium,acceptable,wild,454,"Like many other similar species, these animals appear to grow continuously [0442]."
4211,NULL,NULL,18,medium,acceptable,wild,1,NULL
4212,NULL,NULL,10,medium,acceptable,wild,454,NULL
4213,NULL,NULL,31,small,acceptable,captivity,583,NULL
4214,NULL,NULL,13,medium,acceptable,wild,454,NULL
4215,NULL,NULL,7,medium,acceptable,wild,454,NULL
4216,NULL,NULL,60,small,acceptable,captivity,543,"In captivity, these animals have been reported to live up to 60 years [0543], which seems possible."
4217,NULL,NULL,1,medium,acceptable,wild,454,NULL
4218,NULL,NULL,7,medium,acceptable,wild,454,NULL
4219,NULL,NULL,8,medium,acceptable,wild,454,NULL
4220,NULL,NULL,NULL,small,low,unknown,NULL,"Very little is known about the longevity of sunfishes, though given their large body size and reproductive output it is possibly they are long-lived. They can lay 300,000,000 eggs. Anecdotes suggest they can live more than 10 years in captivity, but possibly much longer [0760]."
4221,NULL,NULL,9,medium,acceptable,wild,454,NULL
4222,NULL,NULL,7,medium,acceptable,wild,454,NULL
4223,NULL,NULL,5.9,small,acceptable,captivity,583,NULL
4224,NULL,NULL,100,medium,acceptable,wild,454,Unverified estimates suggest these animals may live up to 153 years [0454].
4225,NULL,NULL,140,medium,acceptable,wild,22,Some estimates suggest these animals live up to 120-140 years [0022].
4226,NULL,NULL,100,medium,acceptable,wild,454,NULL
4227,NULL,NULL,100,medium,acceptable,wild,454,NULL
4228,NULL,NULL,12,medium,acceptable,wild,454,NULL
4229,NULL,NULL,NULL,small,low,unknown,NULL,"One colony in Hawaii was estimated to be 4,265 years of age [0967]. Because colonies are composed of individual polyps, however, it is not appropriate to compare the longevity of a colony to that of other animals."
4230,NULL,NULL,NULL,tiny,low,unknown,NULL,"Whether hydra ages or not has been a topic of discussion for many decades [0002]. In a four-year study, animals did not show an increase in mortality with age. Although it is possible that these animals live much longer, considering that they reach maturity in 5 to 10 days, a lifespan of at least 4 years is impressive. The same study reported a decrease in reproductive output which could be due to the fact animals were kept in captivity. It has been argued that the extensive regeneration capacity of these relatively simple animals allows them not to age [0653]. Sexually differentiated animals, however, exhibit signs of degeneration [0735]."
4231,NULL,NULL,NULL,medium,low,unknown,NULL,This is a unique species of jellyfish in which even fully mature individuals have the ability to revert back to a polyp form; the transformation of medusae into polyps requires the presence of particular cell types and part of the gastrovascular system [0864].
4232,NULL,999,200,medium,acceptable,wild,40,"The red sea urchin shows no noticeable signs of ageing. It is considered a species with negligible senescence. Estimates suggest these animals might live up to 200 years in the wild [0040], with no age-related increase in mortality rate or decline in reproductive capacity. They attain sexual maturity in about 1-2 years [0591]. Longer lived species of sea urchins have thicker shells and spines and more genes associated with innate immunity, indicating greater defence mechanisms. One study demonstrated low levels of cell proliferation and apoptosis within the internal tissues, in keeping with their low metabolic rates [1225]."
4233,NULL,NULL,50,medium,questionable,unknown,39,"Even though the purple sea urchin has been an important model for biomedical research, its ageing process has not been studied in detail. Based on growth rates, it has been estimated that these animals can live over 50 years [0039]. One study demonstrated low levels of cell proliferation and apoptosis within the internal tissues, in keeping with their low metabolic rates [1225]. Since evidence suggests that the red sea urchin (<i>Strongylocentrotus franciscanus</i>) is extremely long-lived with no detectable signs of ageing, the purple sea urchin may also be extremely long-lived and its maximum longevity may be considerably underestimated."
4234,NULL,NULL,NULL,tiny,low,unknown,NULL,Some bivalves show slow growth and exceptional longevities with no mortality increase in adulthood [0013]. The best example is the ocean quahog (<i>Arctica islandica</i>). Other bivalves may show age-related changes though [0002].
4235,NULL,999,507,medium,acceptable,wild,1086,"The ocean quahog clam shows exceptional longevity. One specimen called ""Ming"" was estimated to live up to 507 years in the wild [1086]. One study found that in animals aged 4-192 years, antioxidant enzymes declined rapidly in the first 25 years, which includes the growth and sexual maturity stages, but afterwards remained stable for over 150 years [0829]. In addition, the level of oxidatively damaged proteins in the heart does not change significantly up to 120 years of age [1162]. +p The ocean quahog clam has very high proteome stability, especially in comparison to short-lived mammals. In one study it was demonstrated these animals had no increase in global proteome unfolding in response to several stressors [1163]. The extreme maximum lifespan of the ocean quahog clam appears to be independent of telomere dynamics. Telomere lengths show no change with age, with no significant differences between populations and tissues. Telomerase activity is also highly heterogenous and does not correlate with age or population habitat [1164]. A study that measured four age-related damage markers (protein oxidation, lipid oxidation, nucleic acid oxidation, and protein stability) reported that only nucleic acid oxidation accumulates with age in these animals [1165]. Though more detailed studies are warranted, it appears this species is a case of negligible senescence."
4236,NULL,NULL,NULL,tiny,low,unknown,NULL,"Ageing in nematodes is generally associated with studies in the roundworm (<i>Caenorhabditis elegans</i>), a short-lived post-mitotic animal. There are, however, enormous differences in rate of ageing amongst nematodes [0703]. Several species of parasitic nematodes, such as the hookworms <i>Necator americanus</i> and <i>Ancylostoma duodenale</i> or the filiarid <i>Loa loa</i>, can live 15 years or more [0002]."
4237,2,0.04,0.16,large,acceptable,captivity,NULL,"These animals are free-living nematodes usually found in the soil of temperate environments. After hatching, roundworms undergo four larval stages before reaching adulthood. Caloric restriction has been shown to extend lifespan in roundworms. Temperature also influences the lifespan of the roundworm with higher temperatures shortening lifespan and lower temperatures extending lifespan, at least until a certain threshold [0745]. Although physiological ageing has been described in roundworms, in particular at the level of decreased movement which may reflect a decline in muscle cells, the cause of death of old animals remains a mystery [0981].+p Several genetic manipulations have succeeded in extending the longevity of the roundworm, but many of these take into account the dauer stage, which involves a developmental arrest [0592]. As such, the maximum longevity is a conservative estimate."
4238,NULL,NULL,1550,medium,questionable,wild,688,"Like other similar species, these Antarctic sponges grow extremely slowly in the low temperatures. Estimates based on growth rates suggest a very long lifespan in this and similar animals. One specimen was estimated to be 1,550 years old [0688]."
4239,NULL,NULL,15000,medium,questionable,wild,688,"Animals of this and similar species of Antarctic sponges grow extremely slowly in the low temperatures. Estimates based on growth rates suggest a very long lifespan in this and similar animals. One two meter high specimen in the Ross Sea was estimated to be 23,000 years old, though because of sea level fluctuations in the Ross Sea it is unlikely that such an animal could have lived for more than 15,000 years [0688]. Even if 15,000 years is an overestimate, which may well be the case, this specimen appears to be the longest-lived animal on earth."
4240,NULL,NULL,NULL,tiny,low,unknown,NULL,"The huge diversity of ageing phenotypes observed in plants is impossible to capture herein. Some plants are semelparous, degenerating quickly after reproduction while others can live over 1,000 years [0002]. It has been reported that some species of large trees capable of living for millennia endure age-related losses in function that are a result of their excessive size, not some intrinsic ageing process [0799].+p The extreme longevity of some plants and the occurrence of vegetative reproduction make it difficult to accurately estimate longevity in these organisms. Although there are anecdotal claims of organisms living over 10,000 years, the oldest plant is probably the bristlecone pine (<i>Pinus longaeva</i>) that has been estimated to be able to live over 4,000 years and avoid ageing [0501].In trees mass growth rate increases continuously with tree size. Old trees act as senescent carbon reservoirs and actively fix large amounts of carbon compared to smaller trees [1288]. Species with vegetative reproductive may live even longer. Most notably, it has been estimated that the Kings Lomatia, <i>Lomatia tasmanica</i>, is sterile but has been propagating vegetatively for over 40,000 years [0850]."
4241,NULL,999,5062,medium,acceptable,wild,1289,"The bristlecone pine is considered an organism with negligible senescence because no functional decline with age has been observed. One old tree was estimated to be 5,062 years old [1289], though it is possible that even older trees exist. There have been other examples of this species living to 4000 years old [0501]."
4242,NULL,NULL,0.04,large,acceptable,captivity,NULL,"The budding yeast suffers from clonal or replicative senescence in which each mother cell can only divide a limited amount of times to produce daughter cells; the number of divisions by the mother cell is thus used to determine lifespan. The accumulation of extrachromosomal ribosomal DNA circles has been suggested as a possible causal mechanism of replicative senescence [0045]. It is also possible to measure chronological lifespan in yeast in terms of stationary phase survival; that is, the survival of individual cells in a non-dividing state. Longevity varies considerably between strains and various manipulations, including caloric restriction which in yeast consists of reducing the glucose level, increase lifespan [0981]. Caloric restriction replicative lifespan extension in yeast has been reported to be a non-cell autonomous process. Conditioned medium from caloric restriction treated cells transmits the longevity benefit of caloric restriction to moved mother cells, suggesting the process may benefit neighbouring cells, not only the individual cell [1209]. +p Several genes have been identified that regulate clonal senescence or chronological lifespan [0056], but because these two measurements are fundamentally different some genes have been shown to have opposite effects on them [0746]."
4243,NULL,NULL,NULL,small,low,unknown,NULL,"These organisms undergo replicative senescence and, like in Baker's yeast (<i>Saccharomyces cerevisiae</i>), it is possible to measure chronological and replicative lifespan."
4244,NULL,NULL,NULL,small,low,unknown,NULL,Ageing in these organisms is associated with the accumulation of defective mitochondrial DNA [0768]. Lifespan can be measured as the time it takes for cultures to stop growing. One mutant reportedly grew for over 12 years without signs of ageing [0769]. One study identified several pathways affected during ageing. Transcripts linked to ribosomes and proteasome quality control decreased. Transcript profiles associated with autophagy increased. Those associated with energy metabolism fluctuated [1203].
4245,NULL,NULL,3.5,tiny,acceptable,wild,1306,These animals have been found to live up to 3.5 years [1306].
4246,NULL,NULL,100,small,acceptable,captivity,1306,These animals have been found to live up to 100.0 years [1306].
4247,NULL,NULL,31,medium,acceptable,wild,1306,These animals have been found to live up to 31.0 years [1306].
4248,NULL,NULL,2.3,tiny,acceptable,captivity,1306,These animals have been found to live up to 2.3 years [1306].
4249,NULL,NULL,65.8,tiny,acceptable,captivity,1306,These animals have been found to live up to 65.8 years [1306].
4250,NULL,NULL,16.3,small,acceptable,captivity,1306,These animals have been found to live up to 16.3 years [1306].
4251,NULL,NULL,20,medium,acceptable,wild,1306,These animals have been found to live up to 20.0 years [1306].
4252,NULL,NULL,15.2,tiny,acceptable,captivity,1306,These animals have been found to live up to 15.2 years [1306].
4253,NULL,NULL,10,medium,acceptable,captivity,1306,These animals have been found to live up to 10.0 years [1306].
4254,NULL,NULL,20,medium,acceptable,wild,1306,These animals have been found to live up to 20.0 years [1306].
4255,NULL,NULL,100,small,acceptable,wild,1306,These animals have been found to live up to 100.0 years [1306].
4256,NULL,NULL,6,medium,acceptable,wild,1306,These animals have been found to live up to 6.0 years [1306].
4257,NULL,NULL,8.1,small,acceptable,captivity,1306,These animals have been found to live up to 8.1 years [1306].
4258,NULL,NULL,7,large,acceptable,wild,1306,These animals have been found to live up to 7.0 years [1306].
4259,NULL,NULL,12,tiny,acceptable,captivity,1306,These animals have been found to live up to 12.0 years [1306].
4260,NULL,NULL,1.2,small,acceptable,wild,1306,These animals have been found to live up to 1.2 years [1306].
4261,NULL,NULL,50,small,acceptable,wild,1306,These animals have been found to live up to 50.0 years [1306].
4262,NULL,NULL,32.1,medium,acceptable,captivity,1306,These animals have been found to live up to 32.1 years [1306].
4263,NULL,NULL,6,small,acceptable,captivity,1306,These animals have been found to live up to 6.0 years [1306].
4264,NULL,NULL,6.8,tiny,acceptable,captivity,1306,These animals have been found to live up to 6.8 years [1306].
4265,NULL,NULL,1.6,tiny,acceptable,wild,1306,These animals have been found to live up to 1.6 years [1306].
4266,NULL,NULL,25,small,acceptable,wild,1306,These animals have been found to live up to 25.0 years [1306].
4267,NULL,NULL,5,small,acceptable,wild,1306,These animals have been found to live up to 5.0 years [1306].
4268,NULL,NULL,3,medium,acceptable,wild,1306,These animals have been found to live up to 3.0 years [1306].
4269,NULL,NULL,18,small,acceptable,captivity,1306,These animals have been found to live up to 18.0 years [1306].
4270,NULL,NULL,5,small,acceptable,captivity,1306,These animals have been found to live up to 5.0 years [1306].
4271,NULL,NULL,10.6,small,acceptable,captivity,1306,These animals have been found to live up to 10.6 years [1306].
4272,NULL,NULL,8.1,tiny,acceptable,captivity,1306,These animals have been found to live up to 8.1 years [1306].
4273,NULL,NULL,6.3,tiny,acceptable,captivity,1306,These animals have been found to live up to 6.3 years [1306].
4274,NULL,NULL,1,small,acceptable,wild,1306,These animals have been found to live up to 1.0 years [1306].
4275,NULL,NULL,2,small,acceptable,captivity,1306,These animals have been found to live up to 2.0 years [1306].
4276,NULL,NULL,25,tiny,acceptable,captivity,1306,These animals have been found to live up to 25.0 years [1306].
4277,NULL,NULL,7.1,tiny,acceptable,captivity,1306,These animals have been found to live up to 7.1 years [1306].
4278,NULL,NULL,3,small,acceptable,wild,1306,These animals have been found to live up to 3.0 years [1306].
4279,NULL,NULL,11.3,small,acceptable,captivity,1306,These animals have been found to live up to 11.3 years [1306].
4280,NULL,NULL,14.7,tiny,acceptable,captivity,1306,These animals have been found to live up to 14.7 years [1306].
4281,NULL,NULL,12.6,medium,acceptable,captivity,1306,These animals have been found to live up to 12.6 years [1306].
4282,NULL,NULL,22,medium,acceptable,captivity,1306,These animals have been found to live up to 22.0 years [1306].
4283,NULL,NULL,3,small,acceptable,wild,1306,These animals have been found to live up to 3.0 years [1306].
4284,NULL,NULL,3,small,acceptable,wild,1306,These animals have been found to live up to 3.0 years [1306].
4285,NULL,NULL,1.5,small,acceptable,wild,1306,These animals have been found to live up to 1.5 years [1306].
4286,NULL,NULL,5.4,small,acceptable,captivity,1306,These animals have been found to live up to 5.4 years [1306].
