"id","gene_id","biblio_id","lifespan_effect","phenotype_description","longevity_influence","max_lifespan_change","max_lifespan_change_desc","avg_lifespan_change","avg_lifespan_change_desc","method","notes","hidden"
2246,1815,NULL,"decrease","In older animals, SMRTmRID1 mice developed cataracts, alopecia and gray hair sooner than wt controls. In addition, the rotarod test demonstrated that SMRTmRID1 mice had diminished sensorimotor coordination, implicating a premature aging phenotype. SMRTmRID1 mice had elevated levels of fasting serum triglycerides, cholesterol, glucose, insulin and leptin as well as reduced adiponectin concentrations, compared to control animals. Kaplan-Meier survival curves showed that both female (p=0.028) and male (p=0.012) SMRTmRID1 mice had shortened lifespan.","pro",NULL,NULL,50,"Average lifespan is 30-50% lower.","Mutation","Change in average life expectancy not indicated in the text, but visually estimated from Fig. 2G",0
2247,1816,NULL,"decrease","Reducing HP1 levels by half, as in Su(var)2055 heterozygotes, caused a dramatic shortening of life span compared to isogenic controls (p = 2.03-86). Similar results were found with a second allele, Su(var)2052.","pro",55,"Maximum lifespan is 55% lower.",60,"Average lifespan is 60% lower.","Mutation","Change in average/maximal life expectancy not indicated in the text, but visually estimated from Fig. 1",0
2248,1816,NULL,"increase","A moderate overexpression of HP1, caused by basal activity of the hsp70 promoter, significantly extended life span, resulting in a 23% increase in median life span and a 12% increase in maximum life span (p = 6.31-24).","pro",12,"Maximum lifespan is 12% higher.",23,"Median lifespan is 23% higher.","Overexpression",NULL,0
2249,1817,NULL,"decrease","Flies heterozygous for the Stat92E mutation exhibited shortened lifespans compared with wild-type control flies.","pro",30,"Maximum lifespan is 30% lower.",33,"Average lifespan is 33% lower.","Mutation","Change in average/maximal life expectancy not indicated in the text, but visually estimated from Fig. 1",0
2250,1818,NULL,"decrease","Flies heterozygous for the gain-of-function hopTum-l mutation exhibited shortened lifespans compared with wild-type control flies.","pro",10,"Maximum lifespan is 10% lower.",30,"Average lifespan is 30% lower.","Mutation","Change in average/maximal life expectancy not indicated in the text, but visually estimated from Fig. 1",0
2251,1818,NULL,"increase","Flies heterozygous for a loss-of-function hop allele, hop3, had longer lifespans.","pro",20,"Maximum lifespan is 20% higher.",17,"Average lifespan is 17% higher.","Mutation","Change in average/maximal life expectancy not indicated in the text, but visually estimated from Fig. 1",0
2252,1819,NULL,"increase","Worms transformed with 10 ng/ul of ceh-23 (red curve) rwEx16[ceh-23+mec-7::rfp] showed an increased lifespan (p<0.001, log-rank test) when compared to rwEx18[mec-7::rfp] control worms (black curve). By contrast, worms transformed with 1 ng/ul of ceh-23 (green curve) rwEx17[ceh-23+mec-7::rfp] showed only marginal lifespan increased (p = 0.036, log rank test) when compared to rwEx18[Pmec-7::rfp] control worms (black curve).","pro",30,"Maximum lifespan is 30% higher.",25,"Average lifespan is 25% higher.","Overexpression",NULL,0
2253,1011,NULL,"noeffect","Moderate overexpression of Sirt1 improve healthy ageing but do not increase lifespan.","none",NULL,NULL,NULL,NULL,"Overexpression","how to deal with negative results?",0
2254,249,NULL,"increase","Knockdown of mrpl-1 increased lifespan by 57%.","anti",NULL,NULL,57,"Average lifespan is 57% higher.","RNA interference",NULL,0
2255,610,NULL,"increase","Overexpression of Sirt6 in mice increases lifespan by 10-14.5% in males, but not in females. Males also had lower levels of IGF1.","pro",14.5,"Maximum lifespan is 14.5% higher.",12,"Average lifespan is 12% higher.","Overexpression","for MRDT? For human dataset",0
2256,50,NULL,"increase","Overexpression of BubR1 preserves genomic integrity, reduces tumorigenesis and extends average and maximum lifespan.","pro",18,"Maximum lifespan is 18% higher.",14,"Average lifespan is 14% higher.","Overexpression","for human dataset",0
2257,1011,NULL,"increase","Brain-specific Sirt1-overexpressing mice are long-lived. Females live 16% longer and males 9% longer than controls.","pro",NULL,NULL,12.5,"Average lifespan is 12.5% higher.","Overexpression","for human dataset",0
2258,10,NULL,"increase","Knockdown of akt-1 increased lifespan.","anti",NULL,NULL,NULL,NULL,"RNA interference",NULL,0
2259,161,NULL,"decrease","Knockdown of daf-18 decreased lifespan.","pro",NULL,NULL,NULL,NULL,"RNA interference",NULL,0
2260,566,NULL,"increase","Knockdown of rps-11 increased lifespan.","anti",NULL,NULL,NULL,NULL,"RNA interference",NULL,0
2261,915,NULL,"decrease","Several of the RNAi candidates (dve-1; lin-40; nhr-49; ceh-20; lin-11; and nhr-77) appeared to non-discriminately shorten lifespan in all strains tested, suggesting that the corresponding transcription factors are broadly required for survival. Interestingly, four RNAi clones (ZC123.3; nhr-119; ceh-37; and aha-1) affected wild-type and isp-1;ctb-1 mutant worms' lifespan to the same extent but exerted only a moderate or no effect on daf-16 and age-1 mutant longevity.","pro",NULL,NULL,53,"Average lifespan is 53% lower.","RNA interference",NULL,0
2262,216,NULL,"decrease","Several of the RNAi candidates (dve-1; lin-40; nhr-49; ceh-20; lin-11; and nhr-77) appeared to non-discriminately shorten lifespan in all strains tested, suggesting that the corresponding transcription factors are broadly required for survival. Interestingly, four RNAi clones (ZC123.3; nhr-119; ceh-37; and aha-1) affected wild-type and isp-1;ctb-1 mutant worms' lifespan to the same extent but exerted only a moderate or no effect on daf-16 and age-1 mutant longevity.","pro",NULL,NULL,18,"Average lifespan is 18% lower.","RNA interference",NULL,0
2263,463,NULL,"decrease","Several of the RNAi candidates (dve-1; lin-40; nhr-49; ceh-20; lin-11; and nhr-77) appeared to non-discriminately shorten lifespan in all strains tested, suggesting that the corresponding transcription factors are broadly required for survival. Interestingly, four RNAi clones (ZC123.3; nhr-119; ceh-37; and aha-1) affected wild-type and isp-1;ctb-1 mutant worms' lifespan to the same extent but exerted only a moderate or no effect on daf-16 and age-1 mutant longevity.","pro",NULL,NULL,56,"Average lifespan is 56% lower.","RNA interference",NULL,0
2264,1820,NULL,"decrease","Several of the RNAi candidates (dve-1; lin-40; nhr-49; ceh-20; lin-11; and nhr-77) appeared to non-discriminately shorten lifespan in all strains tested, suggesting that the corresponding transcription factors are broadly required for survival. Interestingly, four RNAi clones (ZC123.3; nhr-119; ceh-37; and aha-1) affected wild-type and isp-1;ctb-1 mutant worms' lifespan to the same extent but exerted only a moderate or no effect on daf-16 and age-1 mutant longevity.","pro",NULL,NULL,12,"Average lifespan is 12% lower.","RNA interference",NULL,0
2265,1821,NULL,"decrease","Several of the RNAi candidates (dve-1; lin-40; nhr-49; ceh-20; lin-11; and nhr-77) appeared to non-discriminately shorten lifespan in all strains tested, suggesting that the corresponding transcription factors are broadly required for survival. Interestingly, four RNAi clones (ZC123.3; nhr-119; ceh-37; and aha-1) affected wild-type and isp-1;ctb-1 mutant worms' lifespan to the same extent but exerted only a moderate or no effect on daf-16 and age-1 mutant longevity.","pro",NULL,NULL,9,"Average lifespan is 9% lower.","RNA interference",NULL,0
2266,1822,NULL,"decrease","Several of the RNAi candidates (dve-1; lin-40; nhr-49; ceh-20; lin-11; and nhr-77) appeared to non-discriminately shorten lifespan in all strains tested, suggesting that the corresponding transcription factors are broadly required for survival. Interestingly, four RNAi clones (ZC123.3; nhr-119; ceh-37; and aha-1) affected wild-type and isp-1;ctb-1 mutant worms' lifespan to the same extent but exerted only a moderate or no effect on daf-16 and age-1 mutant longevity.","pro",NULL,NULL,7,"Average lifespan is 7% lower.","RNA interference",NULL,0
2267,1823,NULL,"decrease","Several of the RNAi candidates (dve-1; lin-40; nhr-49; ceh-20; lin-11; and nhr-77) appeared to non-discriminately shorten lifespan in all strains tested, suggesting that the corresponding transcription factors are broadly required for survival. Interestingly, four RNAi clones (ZC123.3; nhr-119; ceh-37; and aha-1) affected wild-type and isp-1;ctb-1 mutant worms' lifespan to the same extent but exerted only a moderate or no effect on daf-16 and age-1 mutant longevity.","pro",NULL,NULL,45,"Average lifespan is 45% lower.","RNA interference",NULL,0
2268,1824,NULL,"decrease","Several of the RNAi candidates (dve-1; lin-40; nhr-49; ceh-20; lin-11; and nhr-77) appeared to non-discriminately shorten lifespan in all strains tested, suggesting that the corresponding transcription factors are broadly required for survival. Interestingly, four RNAi clones (ZC123.3; nhr-119; ceh-37; and aha-1) affected wild-type and isp-1;ctb-1 mutant worms' lifespan to the same extent but exerted only a moderate or no effect on daf-16 and age-1 mutant longevity.","pro",NULL,NULL,10,"Average lifespan is 10% lower.","RNA interference",NULL,0
2269,1825,NULL,"decrease","Several of the RNAi candidates (dve-1; lin-40; nhr-49; ceh-20; lin-11; and nhr-77) appeared to non-discriminately shorten lifespan in all strains tested, suggesting that the corresponding transcription factors are broadly required for survival. Interestingly, four RNAi clones (ZC123.3; nhr-119; ceh-37; and aha-1) affected wild-type and isp-1;ctb-1 mutant worms' lifespan to the same extent but exerted only a moderate or no effect on daf-16 and age-1 mutant longevity.","pro",NULL,NULL,8,"Average lifespan is 8% lower.","RNA interference",NULL,0
2270,1826,NULL,"decrease","Several of the RNAi candidates (dve-1; lin-40; nhr-49; ceh-20; lin-11; and nhr-77) appeared to non-discriminately shorten lifespan in all strains tested, suggesting that the corresponding transcription factors are broadly required for survival. Interestingly, four RNAi clones (ZC123.3; nhr-119; ceh-37; and aha-1) affected wild-type and isp-1;ctb-1 mutant worms' lifespan to the same extent but exerted only a moderate or no effect on daf-16 and age-1 mutant longevity.","pro",NULL,NULL,10,"Average lifespan is 10% lower.","RNA interference",NULL,0
2271,1827,NULL,"decrease","Several of the RNAi candidates (dve-1; lin-40; nhr-49; ceh-20; lin-11; and nhr-77) appeared to non-discriminately shorten lifespan in all strains tested, suggesting that the corresponding transcription factors are broadly required for survival. Interestingly, four RNAi clones (ZC123.3; nhr-119; ceh-37; and aha-1) affected wild-type and isp-1;ctb-1 mutant worms' lifespan to the same extent but exerted only a moderate or no effect on daf-16 and age-1 mutant longevity.","pro",NULL,NULL,23,"Average lifespan is 23% lower.","RNA interference",NULL,0
2272,1828,NULL,"decrease","Several of the RNAi candidates (dve-1; lin-40; nhr-49; ceh-20; lin-11; and nhr-77) appeared to non-discriminately shorten lifespan in all strains tested, suggesting that the corresponding transcription factors are broadly required for survival. Interestingly, four RNAi clones (ZC123.3; nhr-119; ceh-37; and aha-1) affected wild-type and isp-1;ctb-1 mutant worms' lifespan to the same extent but exerted only a moderate or no effect on daf-16 and age-1 mutant longevity.","pro",NULL,NULL,8,"Average lifespan is 8% lower.","RNA interference",NULL,0
2273,1829,NULL,"increase","Several of the RNAi candidates (dve-1; lin-40; nhr-49; ceh-20; lin-11; and nhr-77) appeared to non-discriminately shorten lifespan in all strains tested, suggesting that the corresponding transcription factors are broadly required for survival. Interestingly, four RNAi clones (ZC123.3; nhr-119; ceh-37; and aha-1) affected wild-type and isp-1;ctb-1 mutant worms' lifespan to the same extent but exerted only a moderate or no effect on daf-16 and age-1 mutant longevity.","anti",NULL,NULL,4,"Average lifespan is 4% higher.","RNA interference",NULL,0
2274,1830,NULL,"increase","The flies over-expressing Imp-L2 survived for significantly longer, with a 23% increase in median survival time, indicating that increasing Imp-L2 increases oxidative stress resistance. Most importantly, over-expression of Imp-L2 using the hsGAL4 driver significantly extended the lifespan of female flies at 25C, with median lifespan extended by 15%, while the maximum lifespan remained unchanged with this driver. To examine adult-onset over-expression, we used the inducible Actin GeneSwitch (ActGS) driver. ActGS drives ubiquitous transgene expression but only in the presence of the RU486 steroid drug. Addition of RU486 to food had no effect on lifespan of ActGS or UAS-Imp-L2 controls, while in ActGS > UAS-Imp-L2 adult female flies it almost doubled the period where no deaths were observed and resulted in a 20% increase in median lifespan, as well as a smaller increase in maximal lifespan. Driving UAS-Imp-L2 expression with the dilp2GAL4 driver, expressed only in the mNSCs starting from the third-instar larval stage, significantly extended lifespan of female flies, prolonging the median survival time by ~10%.","pro",NULL,NULL,23,"Median lifespan is 10-23% higher.","Overexpression",NULL,0
2275,1831,NULL,"decrease","p38K-DKO adult flies appeared normal on eclosion but had a severely reduced lifespan. ingle mutants of p38Ka (p38Kadel) or p38Kb (p38Kd45) also had significantly reduced lifespan, with the loss of p38Kb resulting in a stronger phenotype.","pro",NULL,NULL,60,"Average lifespan is 60% lower.","Mutation",NULL,0
