id_biblio,terms,title,journal,author,volume,authors,pubmed,author_initials,year,contact_addresses,issue,pages,editor,review,publisher,url
19140,,"Effects of experimentally altered glutathione levels on life span, metabolic rate, superoxide dismutase, catalase and inorganic peroxides in the adult housefly, Musca domestica.",Comparative Biochemistry and Physiology Part C: Comparative Pharmacology,"Allen RG, et al.",,,2866912,,1985,,,,,,,
19141,,Intermittent Administration of Rapamycin Extends the Life Span of Female C57BL/6J Mice,J Gerontol A Biol Sci Med Sci,"Arriola Apelo SI, et al.",,,27091134,,2016,,,,,,,
19142,,Effects of rapamycin on life span and on expression of TOR and S6K in Brachionus calyciflorus (Rotifera),Aquatic Biology,"Xu H, et al.",,,0,,2017,,,,,,,
19143,,Influence of Preparations Containing Phytoecdysteroids and Plant Steroid Glycosides on the Life Span and Stress Resistance of Drosophila melanogaster,Russian Journal of Genetics: Applied Research,"Shaposhnikov MV, et al.",,,2,,2016,,,,,,,
19144,,Supplementation with Triptolide Increases Resistance to Environmental Stressors and Lifespan in C. elegans,Journal of Food Science,"Kim SJ, et al.",,,28471052,,2017,,,,,,,
19145,,"Quercetin, flavonoids and the life-span of mice.",Exp Gerontol,Jones E and Hughes RE,,,7140862,,1982,,,,,,,
19146,,Crocus sativus L. protects against SDS‑induced intestinal damage and extends lifespan in Drosophila melanogaster,Mol Med Rep,"Liu, Z et al.",,,27878268,,2016,,,,,,,
19147,,Anti-aging properties of Ribes fasciculatum in Caenorhabditis elegans,Chin J Nat Med,Jeon H and Cha DS,,,27478096,,NULL,,,,,,,
19148,,"Supplementation with Major Royal-Jelly Proteins Increases Lifespan, Feeding, and Fecundity in Drosophila.",J Agric Food Chem,"Xin XX, et al.",,,27388939,,2016,,,,,,,
19149,,"Calycosin promotes lifespan in Caenorhabditis elegans through insulin signaling pathway via daf-16, age-1 and daf-2.",J Biosci Bioeng,"Lu L, et al.",,,28434978,,2017,,,,,,,
19150,,Hormetic efficacy of rutin to promote longevity in Drosophila melanogaster.,Biogerontology,"Chattopadhyay D, et al.",,,28389882,,2017,,,,,,,
19151,,Mono-unsaturated fatty acids link H3K4me3 modifiers to C. elegans lifespan,Nature,"Han S, et al.",,,28379943,,2017,,,,,,,
19152,,Lower Doses of Fructose Extend Lifespan in Caenorhabditis elegans,J Diet Suppl,"Zheng J, et al.",,,27680107,,2017,,,,,,,
19153,,"2,3-Dehydrosilybin A/B as a pro-longevity and anti-aggregation compound.",Free Radic Biol Med,"Filippopoulou K, et al.",,,28039083,,2017,,,,,,,
19154,,"Reduction in ins-7 gene expression in non-neuronal cells of high glucose exposed Caenorhabditis elegans protects from reactive metabolites, preserves neuronal structure and head motility, and prolongs lifespan",Journal of Diabetes and its Complications,"Mendler M, et al.",,,27776915,,2017,,,,,,,
19155,,18α-Glycyrrhetinic Acid Proteasome Activator Decelerates Aging and Alzheimer's Disease Progression in Caenorhabditis elegans and Neuronal Cultures,Antioxid Redox Signal,"Papaevgeniou N, et al.",,,26886723,,2016,,,,,,,
19156,,Dimethyl sulfide protects against oxidative stress and extends lifespan via a methionine sulfoxide reductase A‐dependent catalytic mechanism,Aging Cell,"Guan X, et al.",,,27790859,,2017,,,,,,,
19157,,"An Ancient, Unified Mechanism for Metformin Growth Inhibition in C. elegans and Cancer.",Cell,"Wu L, et al.",,,27984722,,2016,,,,,,,
19158,,Pyrroloquinoline quinone enhances the resistance to oxidative stress and extends lifespan upon DAF-16 and SKN-1 activities in C. elegans,Experimental Gerontology,"Wu JZ, et al. ",,,27090484,,2016,,,,,,,
19159,,3β-Hydroxy-urs-12-en-28-oic acid prolongs lifespan in C. elegans by modulating JNK-1.,Send to Biochem Biophys Res Commun,"Negi H, et al.",,,27773812,,2016,,,,,,,
19160,,Fragile lifespan expansion by dietary mitohormesis in C. elegans,Aging,"Tauffenberger A, et al.",,,26764305,,2016,,,,,,,
19161,,"C. elegans lifespan extension by osmotic stress requires FUdR, base excision repair, FOXO, and sirtuins",Mech Ageing Dev,"Anderson N, et al. ",,,26854551,,2016,,,,,,,
19162,,"Vitamin D Promotes Protein Homeostasis and Longevity via the Stress Response Pathway Genes SKN-1, IRE-1, and XBP-1",Cell Reports,"Mark KA, et al.",,,27783938,,2016,,,,,,,
19163,,Urolithin A induces mitophagy and prolongs lifespan in C. elegans and increases muscle function in rodents,Nature Medicine,"Ryu D, et al.",,,27400265,,2016,,,,,,,
19164,,Brief Communication: SIR-2.1-dependent lifespan extension of Caenorhabditis elegans by oxyresveratrol and resveratrol,Exp Biol Med (Maywood),"Lee J, et al",,,27190265,,2016,,,,,,,
19165,,Protective effect of long-term angiotensin II inhibition,Am J Physiol Heart Circ Physiol,"Basso N, et al.",,,17557916,,2007,,,,,,,
19166,,Jujube (Ziziphus Jujuba Mill.) fruit feeding extends lifespan and increases tolerance to environmental stresses by regulating aging-associated gene expression in Drosophila,Biogerontology,"Ghimire S, et al.",,,28251407,,2017,,,,,,,
19167,,Angiotensin Converting Enzyme (ACE) Inhibitor Extends Caenorhabditis elegans Life Span,,"Kumar S, et al.",,,26918946,,2016,,,,,,,
19168,,Non-linear impact of glutathione depletion on C. elegans life span and stress resistance,Redox Biology,,,,28086197,,2017,,,,,,,
19169,,Germline Signaling Mediates the Synergistically Prolonged Longevity Produced by Double Mutations in daf-2 and rsks-1 in C. elegans,Cell Reports,"Chen Di, et al.",,,24332851,,2013,,,,,,,
19170,,Synergism between soluble guanylate cyclase signaling and neuropeptides extends lifespan in the nematode Caenorhabditis elegans.,Aging Cell,"Abergel R, et al.",,,28054425,,2017,,,,,,,
19171,,"Geroprotective and Radioprotective Activity of Quercetin, (-)-Epicatechin, and Ibuprofen in Drosophila melanogaster",Front Pharmacol,"Proshkina E, et al.",,,28066251,,2016,,,,,,,
19172,,Scavengers of reactive γ-ketoaldehydes extend Caenorhabditis elegans lifespan and healthspan through protein-level interactions with SIR-2.1 and ETS-7.,Aging,"Nguyen TT, et al.",,,27514077,,2016,,,,,,,
19173,,Feeding recombinant E. coli with GST-mBmKTX fusion protein increases the fecundity and lifespan of Caenorhabditis elegans,Peptides,"Xu J, et al.",,,28088444,,2016,,,,,,,
19174,,Antioxidants reveal an inverted U-shaped dose-response relationship between reactive oxygen species levels and the rate of aging in Caenorhabditis elegans.,Aging Cell,"Desjardins D, et al.",,,27683245,,2017,,,,,,,
19175,,Oleanolic acid activates daf-16 to increase lifespan in Caenorhabditis elegans.,,"Zhang J, et al.",,,26592451,,2015,,,,,,,
19176,,Zinc Levels Modulate Lifespan through Multiple Longevity Pathways in Caenorhabditis elegans.,,"Kumar J, et al.",,,27078872,,2016,,,,,,,
19177,,Transient rapamycin treatment can increase lifespan and healthspan in middle-aged mice,eLIFE,"Bitto A, et al.",,,27549339,,2016,,,,,,,
19178,,Peptides from sesame cake extend healthspan of Caenorhabditis elegans via upregulation of skn-1 and inhibition of intracellular ROS levels.,Experimental Gerontology,"Wang Z, et al.",,,27381188,,2016,,,,,,,
19179,,Extreme Depletion of PIP3 Accompanies the Increased Life Span and Stress Tolerance of PI3K-null C. elegans Mutants,Frontiers in Genetics,"Bharill P, et al.",,,23543623,,2013,,,,,,,
19180,,A Bioinformatic Approach for the Discovery of Antiaging Effects of Baicalein from Scutellaria baicalensis Georgi.,Rejuvenation Res,"Gao l, et al.",,,26778291,,2016,,,,,,,
19181,,Chlorophyll enhances oxidative stress tolerance in Caenorhabditis elegans and extends its lifespan,PeerJ,Wang E and Wink M,,,27077003,,2016,,,,,,,
19182,,Repurposing FDA-approved drugs for anti-aging therapies.,Biogerontology,"Snell TW, et al.",,,27484416,,2016,,,,,,,
19183,,Cardioprotection and lifespan extension by the natural polyamine spermidine,Nature Medicine,"Eisenberg T, et al.",,,27841876,,2016,,,,,,,
19184,,Longitudinal RNA-Seq Analysis of Vertebrate Aging Identifies Mitochondrial Complex I as a Small-Molecule-Sensitive Modifier of Lifespan.,Cell Syst,"Baumgart M, et al. ",,,27135165,,2016,,,,,,,
19185,,Longevity effect of a polysaccharide from Chlorophytum borivilianum on Caenorhabditis elegans and Saccharomyces cerevisiae,,"Pannakal ST, et al.",,,28727758,,2017,,,,,,,
19186,,During yeast chronological aging resveratrol supplementation results in a short-lived phenotype Sir2-dependent,Redox Biology,,,,28412652,,2017,,,,,,,
19187,,Nicotinamide supplementation phenocopies SIR2 inactivation by modulating carbon metabolism and respiration during yeast chronological aging.,Mech Ageing Dev,"Orlandi I, et al.",,,27320176,,2017,,,,,,,
19188,,"Nicotinamide Improves Aspects of Healthspan, but Not Lifespan, in Mice.",,"Mitchell SJ, et al.",,,29514072,,2018,,,,,,,
19189,,Long-term administration of nicotinamide mononucleotide mitigates age-associated physiological decline in mice,Cell Metabolism,"Mills K, et al.",,,28068222,,2016,,,,,,,
19190,,Ameliorative effect of Argyreia boseana Sant. & Pat. on stress in Caenorhabditis elegans,Journal of Ayurveda and integrative medicine,"Doshi S, et al.",,,30448258,,2018,,,,,,,
19191,,Effect of dimethylaminoethyl p-chlorophenoxyacetate on the life span of male Swiss Webster Albino mice,Experimental gerontology,Hochschild R.,,,4147092,,1973,,,,,,,
19192,,Effect of pantothenic acid on the longevity of mice,proceedings of the society for experimental biology and medicine,"Pelton Rb, et al.",,,13614445,,1958,,,,,,,
19193,,The use of Drosophila melanogaster as a screening agent for longevity factors; pantothenic acid as a longevity factor in royal jelly,Journal of gerontology,Gardner Ts.,,,18856647,,1948,,,,,,,
19194,,"The use of Drosophila melanogaster as a screening agent for longevity factors; the effects of biotin, pyridoxine, sodium yeast nucleate, and pantothenic acid on the life span of the fruit fly",Journal of gerontology,Gardner Ts.,,,18856648,,1948,,,,,,,
19195,,Tomatidine enhances lifespan and healthspan in C. elegans through mitophagy induction via the SKN-1/Nrf2 pathway,Scientific reports,"Fang EF, et al.",,,28397803,,2017,,,,,,,
19196,,3β-Hydroxy-urs-12-en-28-oic Acid Modulates Dietary Restriction Mediated Longevity and Ameliorates Toxic Protein Aggregation in C. elegans,The journals of gerontology,"Negi H, et al.",,,28673026,,2017,,,,,,,
19197,,Emodin extends lifespan of Caenorhabditis elegans through insulin/IGF-1 signaling pathway depending on DAF-16 and SIR-2.1,"Bioscience, biotechnology and biochemistry","Zhao X, et al.",,,28831863,,2017,,,,,,,
19198,,"Diosgenin a phytosterol substitute for cholesterol, prolongs the lifespan and mitigates glucose toxicity via DAF-16/FOXO and GST-4 in Caenorhabditis elegans",Biomedicine and pharmacotherapy,"Shanmugam G, et al.",,,28954389,,2017,,,,,,,
19199,,Shatavarin IV elicits lifespan extension and alleviates Parkinsonism in Caenorhabditis elegans,Free radical research,"Smita SS, et al.",,,29069955,,2017,,,,,,,
19200,,"Echinacoside, a phenylethanoid glycoside from Cistanche deserticola, extends lifespan of Caenorhabditis elegans and protects from Aβ-induced toxicity",Biogerontology,"Chen W, et al.",,,29185166,,2018,,,,,,,
19201,,Arbutin increases Caenorhabditis elegans longevity and stress resistance,PeerJ,"Zhou L, et al.",,,29340230,,2017,,,,,,,
19202,,Early-life exposure to low-dose oxidants can increase longevity via microbiome remodelling in Drosophila,Nature communications,"Obata F, et al.",,,29515102,,2018,,,,,,,
19203,,"1,2,3-Triazolyl ester of ketorolac (15K): Boosting both heat-endurance and lifespan of C. elegans by down-regulating PAK1 at nM levels",Drug discoveries and therapies,"Nguyen BC, et al.",,,29760342,,2018,,,,,,,
19204,,Stress resistance and lifespan extension of Caenorhabditis elegans enhanced by peptides from mussel (Mytilus edulis) protein hydrolyzate,Food and function,"Zhou Y, et al.",,,29796528,,2018,,,,,,,
19205,,"Methyl 3,4-Dihydroxybenzoate Enhances Resistance to Oxidative Stressors and Lifespan in C. elegans Partially via daf-2/daf-16",International journal of molecular sciences,"Mi XN, et al.",,,29874838,,2018,,,,,,,
19206,,Late-life targeting of the IGF-1 receptor improves healthspan and lifespan in female mice,Nature communications,"Mao K, et al.",,,29921922,,2018,,,,,,,
19207,,Mechanisms involved in anti-aging effects of guarana (Paullinia cupana) in Caenorhabditis elegans,Brazilian journal of medical and biological  research,"Arantes LP, et al.",,,29972429,,2018,,,,,,,
19208,,Lifespan-extending property of 6-shogaol from Zingiber officinale Roscoe in Caenorhabditis elegans,Archives of pharmacal research,"Lee EB, et al.",,,29978428,,2018,,,,,,,
19209,,Enoxacin extends lifespan of C. elegans by inhibiting miR-34-5p and promoting mitohormesis,Redox biology,"Pinto S, et al.",,,29986212,,2018,,,,,,,
19210,,Senolytics improve physical function and increase lifespan in old age,Nature medicine,"Xu M, et al.",,,29988130,,2018,,,,,,,
19211,,Inhibition of Sarco-Endoplasmic Reticulum Ca2+ ATPase Extends the Lifespan in C. elegans Worms,Frontiers in pharmacology,"García-Casas, et al.",,,29988547,,2018,,,,,,,
19212,,Antiageing properties of Damaurone D in Caenorhabditis elegans,The journal of pharmacy and pharmacology,"Kim YS, et al.",,,29992572,,2018,,,,,,,
19213,,Polygonum multiflorum Extract Exerts Antioxidative Effects and Increases Life Span and Stress Resistance in the Model Organism Caenorhabditis elegans via DAF-16 and SIR-2.1,Plants,"Saier C, et al.",,,30036983,,2018,,,,,,,
19214,,Lithocholic Acid Improves the Survival of Drosophila Melanogaster,Molecular nutrition and food research,"Staats S, et al.",,,30051966,,2018,,,,,,,
19215,,Low Concentrations of Caffeine and Its Analogs Extend the Lifespan of Caenorhabditis elegans by Modulating IGF-1-Like Pathway,Frontiers in ageing neuroscience,"Du X, et al.",,,30061824,,2018,,,,,,,
19216,,Glucomannan hydrolysate promotes gut proliferative homeostasis and extends lifespan in Drosophila melanogaster,The journals of gerontology,"Si Y, et al.",,,30137218,,2018,,,,,,,
19217,,A salicylic acid derivative extends the lifespan of Caenorhabditis elegans by activating autophagy and the mitochondrial unfolded protein response,Aging cell,"Shamalnasab M, et al.",,,30192051,,2018,,,,,,,
19218,,Blueberry extract promotes longevity and stress tolerance via DAF-16 in Caenorhabditis elegans,Food and function,"Wang H, et al.",,,30238944,,2018,,,,,,,
19219,,"Effects of N-acetyl-L-cysteine on lifespan, locomotor activity and stress-resistance of 3 Drosophila species with different lifespans",Aging,"Shaposhnikov MV, et al.",,,30243020,,2018,,,,,,,
19220,,Effects of aronia extract on lifespan and age-related oxidative stress in Drosophila melanogaster,Food science and biotechnology,"Jo AR, et al.",,,30263675,,2017,,,,,,,
19221,,Lonicera japonica extends lifespan and healthspan in Caenorhabditis elegans,Free radical biology and medicine,"Yang ZZ, et al.",,,30266681,,2018,,,,,,,
19222,,East Indian sandalwood (Santalum album L.) oil confers neuroprotection and geroprotection in Caenorhabditis elegans via activating SKN-1/Nrf2 signaling pathway,RSC advances,"Mohankumar A, et al.",,,30319772,,2018,,,,,,,
19223,,Synthetic Enzymology and the Fountain of Youth: Repurposing Biology for Longevity,ASC Omega,"Lim YP, et al.",,,30320257,,2018,,,,,,,
19224,,Selenocysteine mimics the effect of dietary restriction on lifespan via SKN‑1 and retards age‑associated pathophysiological changes in Caenorhabditis elegans,Molecular medicine reports,"Kim SH, et al.",,,30365103,,2018,,,,,,,
19225,,Mechanisms through which lithocholic acid delays yeast chronological aging under caloric restriction conditions,Oncotarget,"Arlia-Ciommo A,et al.",,,30405886,,2018,,,,,,,
19226,,"Omega-3 Monoacylglyceride Effects on Longevity, Mitochondrial Metabolism and Oxidative Stress: Insights from Drosophila melanogaster",Marine drugs,"Champigny CM, et al.",,,30453574,,2018,,,,,,,
19227,,The anti-oxidation and anti-aging effects of Ganoderma lucidum in Caenorhabditis elegans,Experimental gerontology,"Cuong VT, et al.",,,30476533,,2018,,,,,,,
19228,,Translation attenuation by minocycline enhances longevity and proteostasis in old post-stress-responsive organisms,eLife,"Solis GM, et al.",,,30479271,,2018,,,,,,,
19229,,Curcumin supplementation increases survival and lifespan in Drosophila under heat stress conditions,Biofactors,"Chen Y, et al.",,,30488487,,2018,,,,,,,
19230,,Dietary ursolic acid improves health span and life span in male Drosophila melanogaster,Biofactors,"Staats S, et al.",,,30496629,,2018,,,,,,,
19231,,"Influence of extra sucrose, fats, protein and of cyclamate in the daily food on the life-span of rats.",Experientia,"Dalderup LM, et al.",,,5132583,,1971,,,,,,,
19232,,"Effects of disulfiram on growth, longevity, and reproduction of the albino rat",Journal of pharmaceutical sciences,"Holck HG, et al.",,,5469789,,1970,,,,,,,
19233,,Effects of various drugs on longevity in female C57BL-6J mice,Gerontologia,Hochschild R.,,,4788962,,1973,,,,,,,
19235,,Late-onset administration of GDF11 extends life span and delays development of age-related markers in the annual fish Nothobranchius guentheri,Biogerontology,"Zhou Y, et al.",,,30519861,,2018,,,,,,,
19236,,Agrimonia procera Wallr. Extract Increases Stress Resistance and Prolongs Life Span in Caenorhabditis elegans via Transcription Factor DAF-16 (FoxO Orthologue).,Antioxidants (Basel),"Saier C, et al.",,,30558122,,2018,,,,,,,
